"Data","Precipitação (mm)","Alagamento",""
"14-08-2021","0","0",""
"15-08-2021","0","0",""
"16-08-2021","0","0",""
"17-08-2021","0","0",""
"18-08-2021","0","0",""
"19-08-2021","0","0",""
"20-08-2021","0","0",""
"21-08-2021","0","0",""
"22-08-2021","0","0",""
"23-08-2021","0","0",""
"24-08-2021","0","0",""
"25-08-2021","0","0",""
"26-08-2021","0","0",""
"27-08-2021","0","0",""
"28-08-2021","1.016","0",""
"29-08-2021","23.368","0",""
"30-08-2021","0","0",""
"31-08-2021","0","0",""
"01-09-2021","0","0",""
"02-09-2021","0","0",""
"03-09-2021","0","0",""
"04-09-2021","0","0",""
"05-09-2021","0","0",""
"06-09-2021","0","0",""
"07-09-2021","0","0",""
"08-09-2021","0","0",""
"09-09-2021","0","0",""
"10-09-2021","1.778","0",""
"11-09-2021","2.286","0",""
"12-09-2021","0","0",""
"13-09-2021","0","0",""
"14-09-2021","0","0",""
"15-09-2021","0","0",""
"16-09-2021","0","0",""
"17-09-2021","0","0",""
"18-09-2021","0","0",""
"19-09-2021","0","0",""
"20-09-2021","0","0",""
"21-09-2021","0","0",""
"22-09-2021","0","0",""
"23-09-2021","0","0",""
"24-09-2021","0","0",""
"25-09-2021","0","0",""
"26-09-2021","0","0",""
"27-09-2021","1.016","0",""
"28-09-2021","0","0",""
"29-09-2021","0","0",""
"30-09-2021","0","0",""
"01-10-2021","0","0",""
"02-10-2021","3.302","0",""
"03-10-2021","0","0",""
"04-10-2021","13.716","0",""
"05-10-2021","0","0",""
"06-10-2021","0","0",""
"07-10-2021","0","0",""
"08-10-2021","0.254","0",""
"09-10-2021","0","0",""
"10-10-2021","5.588","0",""
"11-10-2021","0.508","0",""
"12-10-2021","0","0",""
"13-10-2021","0","0",""
"14-10-2021","0","0",""
"15-10-2021","1.27","0",""
"16-10-2021","29.718","0",""
"17-10-2021","0","0",""
"18-10-2021","13.462","0",""
"19-10-2021","6.604","0",""
"20-10-2021","1.27","0",""
"21-10-2021","0","0",""
"22-10-2021","0","0",""
"23-10-2021","0","0",""
"24-10-2021","23.622","0",""
"25-10-2021","1.016","0",""
"26-10-2021","0","0",""
"27-10-2021","0","0",""
"28-10-2021","10.668","0",""
"29-10-2021","0","0",""
"30-10-2021","0","0",""
"31-10-2021","0","0",""
"01-11-2021","3.302","0",""
"02-11-2021","0","0",""
"03-11-2021","0","0",""
"04-11-2021","0","0",""
"05-11-2021","0","0",""
"06-11-2021","0","0",""
"07-11-2021","0","0",""
"08-11-2021","0","0",""
"09-11-2021","0","0",""
"10-11-2021","0","0",""
"11-11-2021","0","0",""
"12-11-2021","0","0",""
"13-11-2021","0","0",""
"14-11-2021","0","0",""
"15-11-2021","0","0",""
"16-11-2021","0","0",""
"17-11-2021","0","0",""
"18-11-2021","2.032","0",""
"19-11-2021","50.2921","1",""
"20-11-2021","11.684","0",""
"21-11-2021","0","0",""
"22-11-2021","0","0",""
"23-11-2021","0","0",""
"24-11-2021","0","0",""
"25-11-2021","0","0",""
"26-11-2021","1.778","0",""
"27-11-2021","9.652","0",""
"28-11-2021","0","0",""
"29-11-2021","0","0",""
"30-11-2021","15.24","0",""
"01-12-2021","1.016","0",""
"02-12-2021","0","0",""
"03-12-2021","0","0",""
"04-12-2021","0","0",""
"05-12-2021","0","0",""
"06-12-2021","18.796","0",""
"07-12-2021","0.254","0",""
"08-12-2021","0","0",""
"09-12-2021","0","0",""
"10-12-2021","0","0",""
"11-12-2021","0","0",""
"12-12-2021","0","0",""
"13-12-2021","0","0",""
"14-12-2021","1.016","0",""
"15-12-2021","16.51","0",""
"16-12-2021","17.78","0",""
"17-12-2021","59.1821","1",""
"18-12-2021","50.0381","1",""
"19-12-2021","0","0",""
"20-12-2021","0","0",""
"21-12-2021","0","0",""
"22-12-2021","0","0",""
"23-12-2021","3.048","0",""
"24-12-2021","0.254","0",""
"25-12-2021","0","0",""
"26-12-2021","0","0",""
"27-12-2021","0","0",""
"28-12-2021","9.906","0",""
"29-12-2021","9.144","0",""
"30-12-2021","1.524","0",""
"31-12-2021","17.526","0",""
"01-01-2022","50.0381","1",""
"02-01-2022","19.304","0",""
"03-01-2022","0.254","0",""
"04-01-2022","0","0",""
"05-01-2022","5.588","0",""
"06-01-2022","11.43","0",""
"07-01-2022","1.016","0",""
"08-01-2022","0.254","0",""
"09-01-2022","0","0",""
"10-01-2022","3.556","0",""
"11-01-2022","0","0",""
"12-01-2022","21.336","0",""
"13-01-2022","1.27","0",""
"14-01-2022","8.636","0",""
"15-01-2022","0.254","0",""
"16-01-2022","0","0",""
"17-01-2022","12.192","0",""
"18-01-2022","0","0",""
"19-01-2022","19.304","0",""
"20-01-2022","0","0",""
"21-01-2022","5.334","0",""
"22-01-2022","0","0",""
"23-01-2022","0","0",""
"24-01-2022","0","0",""
"25-01-2022","0","0",""
"26-01-2022","43.942","1",""
"27-01-2022","6.604","0",""
"28-01-2022","3.048","0",""
"29-01-2022","11.43","0",""
"30-01-2022","91.44","0",""
"31-01-2022","21.336","0",""
"01-02-2022","27.686","0",""
"02-02-2022","16.002","0",""
"03-02-2022","3.81","0",""
"04-02-2022","4.064","0",""
"05-02-2022","3.048","0",""
"06-02-2022","0.762","0",""
"07-02-2022","0.254","0",""
"08-02-2022","9.906","0",""
"09-02-2022","0","0",""
"10-02-2022","0","0",""
"11-02-2022","0","0",""
"12-02-2022","2.286","0",""
"13-02-2022","0","0",""
"14-02-2022","0","0",""
"15-02-2022","0","0",""
"16-02-2022","0","0",""
"17-02-2022","0","0",""
"18-02-2022","1.778","0",""
"19-02-2022","0.762","0",""
"20-02-2022","6.604","0",""
"21-02-2022","0","0",""
"22-02-2022","0","0",""
"23-02-2022","0","0",""
"24-02-2022","0.762","0",""
"25-02-2022","0","0",""
"26-02-2022","0","0",""
"27-02-2022","0","0",""
"28-02-2022","0","0",""
"01-03-2022","3.048","0",""
"02-03-2022","55.3721","1",""
"03-03-2022","0","0",""
"04-03-2022","0","0",""
"05-03-2022","0","0",""
"06-03-2022","0","0",""
"07-03-2022","0","0",""
"08-03-2022","16.51","0",""
"09-03-2022","0","0",""
"10-03-2022","3.048","0",""
"11-03-2022","14.224","0",""
"12-03-2022","33.02","0",""
"13-03-2022","0.254","0",""
"14-03-2022","3.81","0",""
"15-03-2022","9.652","0",""
"16-03-2022","29.21","0",""
"17-03-2022","32.258","0",""
"18-03-2022","0","0",""
"19-03-2022","0","0",""
"20-03-2022","0","0",""
"21-03-2022","0","0",""
"22-03-2022","0","0",""
"23-03-2022","0","0",""
"24-03-2022","0","0",""
"25-03-2022","0","0",""
"26-03-2022","0.762","0",""
"27-03-2022","0.254","0",""
"28-03-2022","0.254","0",""
"29-03-2022","0","0",""
"30-03-2022","0","0",""
"31-03-2022","0","0",""
"01-04-2022","3.556","0",""
"02-04-2022","0","0",""
"03-04-2022","0","0",""
"04-04-2022","0","0",""
"05-04-2022","0","0",""
"06-04-2022","0","0",""
"07-04-2022","0","0",""
"08-04-2022","0","0",""
"09-04-2022","54.61","1",""
"10-04-2022","0","0",""
"11-04-2022","0","0",""
"12-04-2022","0","0",""
"13-04-2022","0","0",""
"14-04-2022","0","0",""
"15-04-2022","0","0",""
"16-04-2022","0","0",""
"17-04-2022","0","0",""
"18-04-2022","0","0",""
"19-04-2022","0","0",""
"20-04-2022","0","0",""
"21-04-2022","0","0",""
"22-04-2022","0","0",""
"23-04-2022","0","0",""
"24-04-2022","0","0",""
"25-04-2022","0","0",""
"26-04-2022","0","0",""
"27-04-2022","0","0",""
"28-04-2022","0","0",""
"29-04-2022","0","0",""
"30-04-2022","0","0",""
"01-05-2022","0","0",""
"02-05-2022","0","0",""
"03-05-2022","0","0",""
"04-05-2022","1.524","0",""
"05-05-2022","6.604","0",""
"06-05-2022","0","0",""
"07-05-2022","0","0",""
"08-05-2022","0","0",""
"09-05-2022","0","0",""
"10-05-2022","0","0",""
"11-05-2022","0","0",""
"12-05-2022","2.032","0",""
"13-05-2022","0","0",""
"14-05-2022","0","0",""
"15-05-2022","11.43","0",""
"16-05-2022","0","0",""
"17-05-2022","0","0",""
"18-05-2022","0","0",""
"19-05-2022","0","0",""
"20-05-2022","0","0",""
"21-05-2022","0","0",""
"22-05-2022","0","0",""
"23-05-2022","0","0",""
"24-05-2022","0","0",""
"25-05-2022","0","0",""
"26-05-2022","0","0",""
"27-05-2022","0","0",""
"28-05-2022","0","0",""
"29-05-2022","0","0",""
"30-05-2022","0","0",""
"31-05-2022","18.796","0",""
"01-06-2022","16.256","0",""
"02-06-2022","0.254","0",""
"03-06-2022","0","0",""
"04-06-2022","0","0",""
"05-06-2022","0","0",""
"06-06-2022","0","0",""
"07-06-2022","0","0",""
"08-06-2022","5.08","0",""
"09-06-2022","0","0",""
"10-06-2022","15.494","0",""
"11-06-2022","0.762","0",""
"12-06-2022","0","0",""
"13-06-2022","0","0",""
"14-06-2022","0","0",""
"15-06-2022","0","0",""
"16-06-2022","0","0",""
"17-06-2022","0","0",""
"18-06-2022","1.27","0",""
"19-06-2022","0","0",""
"20-06-2022","0","0",""
"21-06-2022","0","0",""
"22-06-2022","0.254","0",""
"23-06-2022","0","0",""
"24-06-2022","0","0",""
"25-06-2022","0","0",""
"26-06-2022","0","0",""
"27-06-2022","0","0",""
"28-06-2022","0","0",""
"29-06-2022","0","0",""
"30-06-2022","0","0",""
"01-07-2022","0","0",""
"02-07-2022","0","0",""
"03-07-2022","0","0",""
"04-07-2022","0","0",""
"05-07-2022","0","0",""
"06-07-2022","0","0",""
"07-07-2022","0","0",""
"08-07-2022","0","0",""
"09-07-2022","0","0",""
"10-07-2022","0","0",""
"11-07-2022","0","0",""
"12-07-2022","0","0",""
"13-07-2022","0","0",""
"14-07-2022","1.016","0",""
"15-07-2022","0","0",""
"16-07-2022","0","0",""
"17-07-2022","0","0",""
"18-07-2022","0","0",""
"19-07-2022","0","0",""
"20-07-2022","0","0",""
"21-07-2022","0","0",""
"22-07-2022","0","0",""
"23-07-2022","0","0",""
"24-07-2022","0","0",""
"25-07-2022","0","0",""
"26-07-2022","0","0",""
"27-07-2022","0","0",""
"28-07-2022","0","0",""
"29-07-2022","0","0",""
"30-07-2022","8.89","0",""
"31-07-2022","0","0",""
"01-08-2022","0","0",""
"02-08-2022","0","0",""
"03-08-2022","0","0",""
"04-08-2022","0","0",""
"05-08-2022","0","0",""
"06-08-2022","0","0",""
"07-08-2022","0","0",""
"08-08-2022","8.382","0",""
"09-08-2022","2.032","0",""
"10-08-2022","16.256","0",""
"11-08-2022","3.048","0",""
"12-08-2022","0","0",""
"13-08-2022","0","0",""
"14-08-2022","0","0",""
"15-08-2022","0","0",""
"16-08-2022","0","0",""
"17-08-2022","0","0",""
"18-08-2022","1.016","0",""
"19-08-2022","0","0",""
"20-08-2022","0","0",""
"21-08-2022","0","0",""
"22-08-2022","0","0",""
"23-08-2022","0","0",""
"24-08-2022","0","0",""
"25-08-2022","0","0",""
"26-08-2022","0","0",""
"27-08-2022","0","0",""
"28-08-2022","0","0",""
"29-08-2022","0","0",""
"30-08-2022","0","0",""
"31-08-2022","0","0",""
"01-09-2022","0","0",""
"02-09-2022","0","0",""
"03-09-2022","0","0",""
"04-09-2022","1.778","0",""
"05-09-2022","0","0",""
"06-09-2022","0","0",""
"07-09-2022","3.81","0",""
"08-09-2022","7.112","0",""
"09-09-2022","0","0",""
"10-09-2022","0","0",""
"11-09-2022","0","0",""
"12-09-2022","0","0",""
"13-09-2022","0","0",""
"14-09-2022","7.874","0",""
"15-09-2022","5.08","0",""
"16-09-2022","0.254","0",""
"17-09-2022","0","0",""
"18-09-2022","0","0",""
"19-09-2022","0","0",""
"20-09-2022","0","0",""
"21-09-2022","0.254","0",""
"22-09-2022","6.858","0",""
"23-09-2022","0.254","0",""
"24-09-2022","0","0",""
"25-09-2022","0","0",""
"26-09-2022","0","0",""
"27-09-2022","22.606","0",""
"28-09-2022","31.75","0",""
"29-09-2022","11.938","0",""
"30-09-2022","0","0",""
"01-10-2022","13.462","0",""
"02-10-2022","1.016","0",""
"03-10-2022","0","0",""
"04-10-2022","0.508","0",""
"05-10-2022","0","0",""
"06-10-2022","0","0",""
"07-10-2022","11.684","0",""
"08-10-2022","0","0",""
"09-10-2022","0","0",""
"10-10-2022","14.986","0",""
"11-10-2022","1.016","0",""
"12-10-2022","0","0",""
"13-10-2022","0","0",""
"14-10-2022","0","0",""
"15-10-2022","0","0",""
"16-10-2022","0","0",""
"17-10-2022","0","0",""
"18-10-2022","0","0",""
"19-10-2022","0.762","0",""
"20-10-2022","0.254","0",""
"21-10-2022","29.21","0",""
"22-10-2022","1.27","0",""
"23-10-2022","0","0",""
"24-10-2022","0","0",""
"25-10-2022","0","0",""
"26-10-2022","0","0",""
"27-10-2022","0","0",""
"28-10-2022","25.4","0",""
"29-10-2022","4.064","0",""
"30-10-2022","10.16","0",""
"31-10-2022","9.144","0",""
"01-11-2022","20.32","0",""
"02-11-2022","0","0",""
"03-11-2022","0","0",""
"04-11-2022","0","0",""
"05-11-2022","0","0",""
"06-11-2022","0","0",""
"07-11-2022","0","0",""
"08-11-2022","0","0",""
"09-11-2022","0","0",""
"10-11-2022","0","0",""
"11-11-2022","0","0",""
"12-11-2022","4.572","0",""
"13-11-2022","0","0",""
"14-11-2022","6.858","0",""
"15-11-2022","2.286","0",""
"16-11-2022","0","0",""
"17-11-2022","0","0",""
"18-11-2022","0","0",""
"19-11-2022","0","0",""
"20-11-2022","0","0",""
"21-11-2022","0","0",""
"22-11-2022","0","0",""
"23-11-2022","2.54","0",""
"24-11-2022","14.224","0",""
"25-11-2022","0","0",""
"26-11-2022","0","0",""
"27-11-2022","0","0",""
"28-11-2022","11.684","0",""
"29-11-2022","20.574","0",""
"30-11-2022","12.192","0",""
"01-12-2022","3.81","0",""
"02-12-2022","0","0",""
"03-12-2022","0.254","0",""
"04-12-2022","13.208","0",""
"05-12-2022","15.494","0",""
"06-12-2022","28.194","0",""
"07-12-2022","44.45","1",""
"08-12-2022","5.08","0",""
"09-12-2022","0","0",""
"10-12-2022","0","0",""
"11-12-2022","0","0",""
"12-12-2022","21.336","0",""
"13-12-2022","36.83","0",""
"14-12-2022","57.4041","1",""
"15-12-2022","0","0",""
"16-12-2022","0","0",""
"17-12-2022","0","0",""
"18-12-2022","0","0",""
"19-12-2022","0","0",""
"20-12-2022","0.762","0",""
"21-12-2022","0","0",""
"22-12-2022","0","0",""
"23-12-2022","0","0",""
"24-12-2022","1.524","0",""
"25-12-2022","0","0",""
"26-12-2022","32.004","1",""
"27-12-2022","42.418","1",""
"28-12-2022","53.5941","1",""
"29-12-2022","59.9441","1",""
"30-12-2022","85.852","1",""
"31-12-2022","1.778","0",""
"01-01-2023","0","0",""
"02-01-2023","3","0",""
"03-01-2023","6.6","0",""
"04-01-2023","11.9","0",""
"05-01-2023","36.1","0",""
"06-01-2023","1.8","0",""
"07-01-2023","1.5","0",""
"08-01-2023","0","0",""
"09-01-2023","2.3","0",""
"10-01-2023","1.3","0",""
"11-01-2023","0.5","0",""
"12-01-2023","16","0",""
"13-01-2023","13.7","0",""
"14-01-2023","29.7","0",""
"15-01-2023","0","0",""
"16-01-2023","2.3","0",""
"17-01-2023","10.2","0",""
"18-01-2023","3","0",""
"19-01-2023","33","0",""
"20-01-2023","34.3","1",""
"21-01-2023","5.3","0",""
"22-01-2023","0","0",""
"23-01-2023","0","0",""
"24-01-2023","2.3","0",""
"25-01-2023","0","0",""
"26-01-2023","0","0",""
"27-01-2023","0","0",""
"28-01-2023","3","0",""
"29-01-2023","1.3","0",""
"30-01-2023","9.7","0",""
"31-01-2023","7.1","0",""
"01-02-2023","30","0",""
"02-02-2023","2.8","0",""
"03-02-2023","30","0",""
"04-02-2023","6.1","0",""
"05-02-2023","3.6","0",""
"06-02-2023","0","0",""
"07-02-2023","21.8","0",""
"08-02-2023","11.4","0",""
"09-02-2023","7.1","0",""
"10-02-2023","2.3","0",""
"11-02-2023","7.1","0",""
"12-02-2023","23.6","0",""
"13-02-2023","0.5","0",""
"14-02-2023","3.6","0",""
"15-02-2023","0.8","0",""
"16-02-2023","10.9","0",""
"17-02-2023","14.7","0",""
"18-02-2023","0","0",""
"19-02-2023","2","0",""
"20-02-2023","4.1","0",""
"21-02-2023","3.8","0",""
"22-02-2023","15","0",""
"23-02-2023","0","0",""
"24-02-2023","1.5","0",""
"25-02-2023","0","0",""
"26-02-2023","30.7","0",""
"27-02-2023","0","0",""
"28-02-2023","6.35","0",""
"01-03-2023","83.5661","1",""
"02-03-2023","0","0",""
"03-03-2023","0","0",""
"04-03-2023","0","0",""
"05-03-2023","11.938","0",""
"06-03-2023","26.416","0",""
"07-03-2023","0.762","0",""
"08-03-2023","0.254","0",""
"09-03-2023","0","0",""
"10-03-2023","1.524","0",""
"11-03-2023","5.08","0",""
"12-03-2023","1.778","0",""
"13-03-2023","3.302","0",""
"14-03-2023","32.766","0",""
"15-03-2023","7.874","0",""
"16-03-2023","0","0",""
"17-03-2023","0","0",""
"18-03-2023","0","0",""
"19-03-2023","0","0",""
"20-03-2023","0","0",""
"21-03-2023","0.254","0",""
"22-03-2023","0","0",""
"23-03-2023","0","0",""
"24-03-2023","0","0",""
"25-03-2023","0","0",""
"26-03-2023","0","0",""
"27-03-2023","0","0",""
"28-03-2023","0","0",""
"29-03-2023","9.906","0",""
"30-03-2023","0","0",""
"31-03-2023","0","0",""
"01-04-2023","0.508","0",""
"02-04-2023","0","0",""
"03-04-2023","0","0",""
"04-04-2023","0","0",""
"05-04-2023","0","0",""
"06-04-2023","0","0",""
"07-04-2023","0.762","0",""
"08-04-2023","15.494","0",""
"09-04-2023","0","0",""
"10-04-2023","1.524","0",""
"11-04-2023","0","0",""
"12-04-2023","0","0",""
"13-04-2023","0","0",""
"14-04-2023","0","0",""
"15-04-2023","21.336","0",""
"16-04-2023","0.254","0",""
"17-04-2023","0","0",""
"18-04-2023","17.018","0",""
"19-04-2023","24.13","0",""
"20-04-2023","0","0",""
"21-04-2023","0","0",""
"22-04-2023","0","0",""
"23-04-2023","0","0",""
"24-04-2023","0","0",""
"25-04-2023","0","0",""
"26-04-2023","0","0",""
"27-04-2023","3.556","0",""
"28-04-2023","2.54","0",""
"29-04-2023","1.016","0",""
"30-04-2023","0","0",""
"01-05-2023","0","0",""
"02-05-2023","0","0",""
"03-05-2023","0","0",""
"04-05-2023","0","0",""
"05-05-2023","0","0",""
"06-05-2023","0","0",""
"07-05-2023","0","0",""
"08-05-2023","0","0",""
"09-05-2023","0","0",""
"10-05-2023","0","0",""
"11-05-2023","9.144","0",""
"12-05-2023","0","0",""
"13-05-2023","0","0",""
"14-05-2023","0","0",""
"15-05-2023","0","0",""
"16-05-2023","0","0",""
"17-05-2023","0","0",""
"18-05-2023","0","0",""
"19-05-2023","0","0",""
"20-05-2023","0","0",""
"21-05-2023","0","0",""
"22-05-2023","0","0",""
"23-05-2023","0","0",""
"24-05-2023","0","0",""
"25-05-2023","0","0",""
"26-05-2023","0","0",""
"27-05-2023","0","0",""
"28-05-2023","0","0",""
"29-05-2023","1.016","0",""
"30-05-2023","0","0",""
"31-05-2023","14.986","0",""
"01-06-2023","17.526","0",""
"02-06-2023","0","0",""
"03-06-2023","0","0",""
"04-06-2023","0","0",""
"05-06-2023","0","0",""
"06-06-2023","0","0",""
"07-06-2023","0","0",""
"08-06-2023","0","0",""
"09-06-2023","0","0",""
"10-06-2023","0","0",""
"11-06-2023","0","0",""
"12-06-2023","0","0",""
"13-06-2023","0","0",""
"14-06-2023","8.636","0",""
"15-06-2023","16.51","0",""
"16-06-2023","17.018","0",""
"17-06-2023","0","0",""
"18-06-2023","0","0",""
"19-06-2023","0","0",""
"20-06-2023","0","0",""
"21-06-2023","0","0",""
"22-06-2023","0","0",""
"23-06-2023","0","0",""
"24-06-2023","0","0",""
"25-06-2023","0","0",""
"26-06-2023","0","0",""
"27-06-2023","0","0",""
"28-06-2023","0","0",""
"29-06-2023","0","0",""
"30-06-2023","0","0",""
"01-07-2023","0","0",""
"02-07-2023","0","0",""
"03-07-2023","0","0",""
"04-07-2023","0","0",""
"05-07-2023","0","0",""
"06-07-2023","0","0",""
"07-07-2023","0","0",""
"08-07-2023","0","0",""
"09-07-2023","4.318","0",""
"10-07-2023","2.032","0",""
"11-07-2023","1.016","0",""
"12-07-2023","0","0",""
"13-07-2023","0","0",""
"14-07-2023","0","0",""
"15-07-2023","0","0",""
"16-07-2023","0","0",""
"17-07-2023","0","0",""
"18-07-2023","0","0",""
"19-07-2023","0","0",""
"20-07-2023","0","0",""
"21-07-2023","0","0",""
"22-07-2023","0","0",""
"23-07-2023","0","0",""
"24-07-2023","0","0",""
"25-07-2023","0","0",""
"26-07-2023","0","0",""
"27-07-2023","0","0",""
"28-07-2023","0","0",""
"29-07-2023","0","0",""
"30-07-2023","0","0",""
"31-07-2023","0","0",""
"01-08-2023","0","0",""
"02-08-2023","0","0",""
"03-08-2023","0","0",""
"04-08-2023","0","0",""
"05-08-2023","0","0",""
"06-08-2023","0","0",""
"07-08-2023","0","0",""
"08-08-2023","0","0",""
"09-08-2023","0","0",""
"10-08-2023","0","0",""
"11-08-2023","0","0",""
"12-08-2023","0","0",""
"13-08-2023","0","0",""
"14-08-2023","0","0",""
"15-08-2023","0","0",""
"16-08-2023","0","0",""
"17-08-2023","0","0",""
"18-08-2023","0","0",""
"19-08-2023","0","0",""
"20-08-2023","0","0",""
"21-08-2023","0","0",""
"22-08-2023","0","0",""
"23-08-2023","0","0",""
"24-08-2023","0","0",""
"25-08-2023","2.032","0",""
"26-08-2023","7.366","0",""
"27-08-2023","0.508","0",""
"28-08-2023","3.302","0",""
"29-08-2023","0","0",""
"30-08-2023","0","0",""
"31-08-2023","0","0",""
"01-09-2023","0","0",""
"02-09-2023","0","0",""
"03-09-2023","42.926","1",""
"04-09-2023","0","0",""
"05-09-2023","8.128","0",""
"06-09-2023","1.27","0",""
"07-09-2023","0","0",""
"08-09-2023","0","0",""
"09-09-2023","0","0",""
"10-09-2023","0","0",""
"11-09-2023","0","0",""
"12-09-2023","0","0",""
"13-09-2023","0","0",""
"14-09-2023","0","0",""
"15-09-2023","16.764","0",""
"16-09-2023","0","0",""
"17-09-2023","0","0",""
"18-09-2023","0","0",""
"19-09-2023","10.668","0",""
"20-09-2023","0","0",""
"21-09-2023","0","0",""
"22-09-2023","0","0",""
"23-09-2023","0","0",""
"24-09-2023","0","0",""
"25-09-2023","0","0",""
"26-09-2023","0","0",""
"27-09-2023","0","0",""
"28-09-2023","23.622","0",""
"29-09-2023","0","0",""
"30-09-2023","0","0",""
"01-10-2023","39.37","1",""
"02-10-2023","0","0",""
"03-10-2023","0","0",""
"04-10-2023","0","0",""
"05-10-2023","14.478","0",""
"06-10-2023","2.794","0",""
"07-10-2023","0","0",""
"08-10-2023","39.116","1",""
"10-10-2023","0.254","0",""
"11-10-2023","0","0",""
"12-10-2023","0","0",""
"22-10-2023","0","0",""
"23-10-2023","0","0",""
"24-10-2023","0","0",""
"25-10-2023","1.778","0",""
"26-10-2023","0.254","0",""
"27-10-2023","0","0",""
"28-10-2023","0.254","0",""
"29-10-2023","0.254","0",""
"30-10-2023","0.508","0",""
"31-10-2023","0.254","0",""
"01-11-2023","1.016","0",""
"02-11-2023","0.762","0",""
"03-11-2023","0.508","0",""
"04-11-2023","0.762","0",""
"05-11-2023","8.128","0",""
"06-11-2023","2.032","0",""
"07-11-2023","0","0",""
"08-11-2023","0","0",""
"09-11-2023","0","0",""
"10-11-2023","0","0",""
"11-11-2023","1.016","0",""
"12-11-2023","0","0",""
"13-11-2023","0","0",""
"14-11-2023","0","0",""
"15-11-2023","0.254","0",""
"16-11-2023","0.762","0",""
"17-11-2023","0.254","0",""
"18-11-2023","0","0",""
"19-11-2023","0.254","0",""
"20-11-2023","0.254","0",""
"21-11-2023","0.254","0",""
"22-11-2023","0","0",""
"23-11-2023","0","0",""
"25-11-2023","0.254","0",""
"26-11-2023","0","0",""
"27-11-2023","0","0",""
"28-11-2023","0.254","0",""
"29-11-2023","0","0",""
"30-11-2023","0.254","0",""
"01-12-2023","0","0",""
"02-12-2023","0","0",""
"03-12-2023","0","0",""
"04-12-2023","0","0",""
"05-12-2023","0","0",""
"06-12-2023","0","0",""
"07-12-2023","0","0",""
"08-12-2023","0","0",""
"09-12-2023","6.35","0",""
"10-12-2023","0","0",""
"11-12-2023","17.272","0",""
"12-12-2023","0","0",""
"13-12-2023","0","0",""
"14-12-2023","0","0",""
"15-12-2023","0","0",""
"16-12-2023","0","0",""
"17-12-2023","0","0",""
"18-12-2023","0","0",""
"19-12-2023","0","0",""
"20-12-2023","0","0",""
"21-12-2023","0","0",""
"22-12-2023","69.3421","1",""
"23-12-2023","4.826","0",""
"24-12-2023","0.762","0",""
"25-12-2023","0","0",""
"26-12-2023","0","0",""
"27-12-2023","2.794","0",""
"28-12-2023","0","0",""
"29-12-2023","0","0",""
"30-12-2023","0","0",""
"31-12-2023","2.032","0",""
"01-01-2024","0","0",""
"02-01-2024","0","0",""
"03-01-2024","0","0",""
"04-01-2024","74.6759","1",""
"05-01-2024","0","0",""
"06-01-2024","0","0",""
"07-01-2024","0","0",""
"08-01-2024","39.37","1",""
"09-01-2024","0.762","0",""
"10-01-2024","3.81","0",""
"11-01-2024","3.302","0",""
"12-01-2024","0.254","0",""
"13-01-2024","23.622","0",""
"14-01-2024","13.716","0",""
"15-01-2024","0.254","0",""
"16-01-2024","25.654","0",""
"17-01-2024","0","0",""
"18-01-2024","0","0",""
"19-01-2024","19.05","0",""
"20-01-2024","10.414","0",""
"21-01-2024","9.652","0",""
"22-01-2024","8.636","0",""
"23-01-2024","0.508","0",""
"24-01-2024","30.226","0",""
"25-01-2024","0","0",""
"26-01-2024","0","0",""
"27-01-2024","0","0",""
"28-01-2024","8.382","0",""
"29-01-2024","7.112","0",""
"30-01-2024","3.302","0",""
"31-01-2024","0.254","0",""
"01-02-2024","10.922","0",""
"02-02-2024","0","0",""
"03-02-2024","1.778","0",""
"04-02-2024","0.762","0",""
"05-02-2024","0.254","0",""
"06-02-2024","0","0",""
"07-02-2024","0","0",""
"08-02-2024","0","0",""
"09-02-2024","0","0",""
"10-02-2024","0","0",""
"11-02-2024","0.254","0",""
"12-02-2024","0","0",""
"13-02-2024","0","0",""
"14-02-2024","11.938","0",""
"15-02-2024","2.794","0",""
"16-02-2024","8.636","0",""
"17-02-2024","0","0",""
"18-02-2024","11.684","0",""
"19-02-2024","11.43","0",""
"20-02-2024","3.81","0",""
"21-02-2024","0.508","0",""
"22-02-2024","18.796","0",""
"23-02-2024","0.508","0",""
"24-02-2024","29.464","0",""
"25-02-2024","15.494","0",""
"26-02-2024","0.254","0",""
"27-02-2024","0","0",""
"28-02-2024","0","0",""
"29-02-2024","0","0",""
"01-03-2024","4.064","0",""
"02-03-2024","0.254","0",""
"03-03-2024","0.254","0",""
"04-03-2024","0","0",""
"05-03-2024","0","0",""
"06-03-2024","10.16","0",""
"07-03-2024","0.254","0",""
"08-03-2024","0","0",""
"09-03-2024","40.386","1",""
"10-03-2024","22.098","0",""
"11-03-2024","0","0",""
"12-03-2024","0","0",""
"13-03-2024","0","0",""
"14-03-2024","0","0",""
"15-03-2024","0","0",""
"16-03-2024","0","0",""
"17-03-2024","4.064","0",""
"18-03-2024","0","0",""
"19-03-2024","0","0",""
"20-03-2024","0","0",""
"21-03-2024","2.54","0",""
"22-03-2024","3.81","0",""
"23-03-2024","0","0",""
"24-03-2024","11.938","0",""
"25-03-2024","2.54","0",""
"26-03-2024","0.254","0",""
"27-03-2024","0","0",""
"28-03-2024","6.858","0",""
"29-03-2024","15.748","0",""
"30-03-2024","0.254","0",""
"31-03-2024","0","0",""
